순번,조회수,업무분류,업무분류명,등록일,수정일,제목,FAQ분류
582,193032,20177,TV수신료:TV수신료:부과기준,2003-02-14,2018-08-07,TV가 잘 나오지 않아 유선방송 또는 위성방송을 시청하는데도 TV수신료를 내야 합니까.,기타:TV수신료
1258,965,20177,TV수신료:TV수신료:부과기준,2007-12-05,2018-08-07,제가 살고 있는 지역이 난시청 지역인지 확인하려면 어떻게 해야 하나요.,기타:TV수신료
1261,6672,20177,TV수신료:TV수신료:부과기준,2007-12-05,2018-08-07,TV가 있으나 시청하지 않습니다. TV수신료 내야 하나요.,기타:TV수신료
1259,2882,20177,TV수신료:TV수신료:부과기준,2007-12-05,2018-08-07,해외 출장등의 이유로 집을 오래 비워둘 예정입니다. 일시적으로 TV수신료 면제 받을 수 있나요.,기타:TV수신료
1265,5769,20177,TV수신료:TV수신료:부과기준,2007-12-05,2018-08-07,TV수신료를 면제 받고 있습니다. 차후 이사할 경우에도 면제 받으려면 어떻게 해야 하나요.,기타:TV수신료
583,53191,20177,TV수신료:TV수신료:부과기준,2003-02-14,2018-08-07,TV 수신료 부과기준 및 면제 대상에 대해 알려 주세요.,기타:TV수신료
581,100943,20178,TV수신료:TV수신료:부과정정,2003-02-14,2018-08-07,TV가 없는데 수신료가 청구됩니다.,기타:TV수신료
332,9432,20193,송배전:정전:정전안내,2003-02-14,2018-08-07,휴전과 정전은 어떻게 다릅니까.,전기설비:정전/휴전
607,22760,20194,송배전:정전:피해보상,2003-02-14,2018-08-07,"정전은 왜 발생하며, 정전으로 인해 피해를 입은 경우 보상을 해 주나요.",전기설비:정전/휴전
464,5904,20194,송배전:정전:피해보상,2003-02-14,2018-08-07,정전피해 배상과 관련된 법령 및 규정상의 내용은 .,전기설비:정전/휴전
465,5184,20194,송배전:정전:피해보상,2003-02-14,2018-08-07,정전피해에 대한 배상판정은 어떻게 합니까 .,전기설비:정전/휴전
330,10469,20194,송배전:정전:피해보상,2003-02-14,2018-08-07,전기를 사용하지 않아도 기본요금은 부과하는데 한전측 사정으로 정전되었을 경우에는 기본요금을 감액하여 줍니까.,전기설비:정전/휴전
329,8570,20195,송배전:정전:고객사유정전,2003-02-14,2018-08-07,"전기가 정전되어 한전에 신고하였더니, 정전원인이 공장을 증축하면서 부하불평형으로 전기를 사용하다가 한전소유 주상변압기가 소손되었기 때문이라고 합니다. 변압기 가액만큼 배상하여야 한다고 하는데 배상금액이 얼마나 됩니까.",전기설비:정전/휴전
261,8882,20195,송배전:정전:고객사유정전,2003-02-14,2018-08-07,한전에 정전신고를 하니 한전직원이 현장을 방문하여 점검한 후 옥내 누전차단기 불량이라고 합니다 어떻게 하면 됩니까.,전기설비:정전/휴전
608,6809,20195,송배전:정전:고객사유정전,2003-02-14,2014-12-24,휴전은 무엇때문에 시행합니까.,전기설비:정전/휴전
227,4417,20196,송배전:정전:기타,2003-02-14,2018-08-07,한전으로 부터 자가발전기를 설치하라는 권유를 받았습니다. 반드시 자가발전기를 설치하여야 합니까.,전기설비:전기공급설비
461,1679,20196,송배전:정전:기타,2003-02-14,2018-08-07,광역정전 사고에 대비한 예방대책은 .,전기설비:정전/휴전
331,3986,20196,송배전:정전:기타,2003-02-14,2018-08-07,전기를 신청한 지 한참 지났는데 송전이 되지 않아 알아보니 휴전때문이라는데 휴전을 앞당겨 전기를 빨리 공급해 줄 수는 없습니까.,전기설비:정전/휴전
602,7664,20197,송배전:전기품질:전압이상,2003-02-14,2018-08-07,갑자기 높은 전압이 들어와 전기제품이 소손되었는데 누구한테 보상받아야 합니까.,전기설비:전기공급설비
215,2328,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-07,지하실이 협소하여 옥상에 수전실을 시설하고 주위에 울타리를 설치하였습니다. 변압기와 울타리는 어느 정도 이격 거리를 유지해야 하는지요.,전기설비:전기공급설비
225,2172,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-08,가내공업을 하고 있습니다. 소용량 모터를 카바나이프 스위치로 조작하고 있습니다. 괜찮을까요.,전기설비:전기공급설비
599,23765,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-07,전기 누전 점검을 하려면 어떻게 해야합니까.,전기설비:전기공급설비
598,12872,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-07,"누전차단기란 무엇이며, 시설 및 고장수리는 누가 합니까.",전기설비:전기공급설비
590,4027,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-07,전기시설에 대한 이상유무를 점검하고 싶은데 어떻게 하면 됩니까.,전기설비:전기공급설비
257,2285,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-07,콘덴서를 종합적으로 부설하여도 됩니까.,전기설비:전기공급설비
132,2695,20198,송배전:전기품질:고객설비이상,2003-02-14,2017-10-11,옥내설비가 불량하다고 한국전기안전공사로부터 통보를 받았는데 어떻게 하면 됩니까.,전기설비:전기공급설비
256,3971,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-07,콘덴서는 왜 부설해야 합니까.,전기설비:전기공급설비
259,8395,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-07,누전차단기는 꼭 누전이 될 때만 동작을 합니까.,전기설비:전기공급설비
260,6011,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-07,누전차단기 사용요령과 고장인지 알아보는 방법을 알고 싶습니다.,전기설비:전기공급설비
258,6849,20198,송배전:전기품질:고객설비이상,2003-02-14,2014-12-22,"콘센트나 소켓트, 또는 옥내배선 1회로에 사용할 수 있는 용량한도는 얼마입니까.",전기설비:전기공급설비
249,2232,20198,송배전:전기품질:고객설비이상,2003-02-14,2018-08-07,보통 가정에서 사용하는 휴즈의 규격은 얼마가 적당합니까.,전기설비:전기공급설비
285,4453,20199,송배전:전기품질:위해설비,2003-02-14,2018-08-07,우리집 앞에 설치되어 있는 전주의 변압기에서 소음이 크게 나는데 이상이 있는 것 아닙니까.,전기설비:전기공급설비
134,3785,20199,송배전:전기품질:위해설비,2003-02-14,2018-08-07,나무가 커서 전력선에 닿으려고 하는데 어떻게 해야 합니까.,전기설비:전기공급설비
286,2445,20199,송배전:전기품질:위해설비,2003-02-14,2018-08-07,TV 안테나를 설치할려고 하는데 전선과 닿을 것 같습니다. 어떻게 하면 됩니까.,전기설비:전기공급설비
609,51626,20202,송배전:지장전주이설:이설요구/기준,2003-02-14,2018-08-07,"지장배전선로(전주, 전선)의 이설 신청 절차와 이설비용 부담에 대해 알려주십시오.",기타:지장전주이설
291,4543,20202,송배전:지장전주이설:이설요구/기준,2003-02-14,2018-08-07,비좁은 도로상에 전주가 위치하고 있어 등·하교길 어린이의 통행에 지장을 줌은 물론 교통사고의 위험이 있어 이설을 요청할 경우 신청방법과 비용관계에 대해서 말씀해 주시기 바랍니다.,기타:지장전주이설
292,30890,20202,송배전:지장전주이설:이설요구/기준,2003-02-14,2017-10-11,땅 한가운데 전주가 있어 집을 짓는데 어려움이 많습니다. 옮기는 절차와 비용 관계는 어떻게 됩니까.,기타:지장전주이설
290,2560,20202,송배전:지장전주이설:이설요구/기준,2003-02-14,2014-12-24,건축허가서 첨부가 불가능한 지역의 지장배전선로 이설에 대한 업무처리 방법은.,기타:지장전주이설
300,2943,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,건물과 법정이격거리는 확보되지만 간판설치 등으로 안전사고가 우려되어 배전선로 이설을 요청하면 이설비용 부담은 누가 합니까.,기타:지장전주이설
295,2280,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,택지개발촉진법에 의거 승인된 택지개발 사업지구내 지장배전선로 이설비용은 누가 부담합니까.,기타:지장전주이설
294,17284,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,개인의 소유지에 있는 전주를 옮기는데도 이설비용을 개인에게 부담시키는 이유가 무엇입니까.,기타:지장전주이설
302,3976,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,건물을 증축하고 있는데 한전 직원이 배전선로와의 측방이격거리 미달로 전선을 이설한 후에 건물증축공사를 하여야 한다고 하면서 위해통지서를 발부하였습니다. 이 경우 이설비용은 누가 부담합니까.,기타:지장전주이설
305,3302,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,건조물 신·증축을 위한 토지형질 변경공사에 지장이 되는 전선로의 이설비용은 누가 부담합니까.,기타:지장전주이설
296,954,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,토지구획정리 사업지구내의 토지 소유자가 건축허가서를 첨부하여 지장배전선로를 이설 요청시 이설비용은 누가 부담합니까.,기타:지장전주이설
293,4072,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,사유지내를 통과한 전선로가 건조물 신·증축에는 직접 지장이 되지 않으나 건조물 신·증축을 위한 대지의 지형변경(축대건조)으로 인해 전선로의 지상고가 미달케 되는 경우의 이설비용은 누가 부담합니까.,기타:지장전주이설
297,8650,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,논둑에 설치된 전주 때문에 트랙터가 들어갈 수 없어 이설요청을 하면 이설비는 누가 부담합니까.,기타:지장전주이설
298,3042,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,개설된 도로에 설치된 배전선로가 도로공사에 지장이 되는 경우 이설비용은 어디서 부담합니까.,기타:지장전주이설
303,6608,20203,송배전:지장전주이설:공사비청구/수납,2003-02-14,2018-08-07,사유지와 도로경계선에 설치된 전주가 아파트건물 신축 등으로 지장이 되어 이설할 경우의 이설비용은 누가 부담합니까.,기타:지장전주이설
284,3055,20206,송배전:배전설비:지중화,2003-02-14,2014-12-24,전선이 시내 곳곳에 펼쳐져 있어 미관상 좋지 않은데 땅 밑으로 시설할 수 없을까요.,전기설비:전기공급설비
218,11427,20208,송배전:배전설비:전기공사,2003-02-14,2014-12-24,배선용차단기(N.F.B)는 무엇이며 어디에 사용합니까.,전기설비:전기공급설비
219,2402,20208,송배전:배전설비:전기공사,2003-02-14,2014-12-24,전기공사에 사용하는 자재는 어떤것을 사용해야 됩니까.,전기설비:전기공급설비
239,2767,20208,송배전:배전설비:전기공사,2003-02-14,2018-08-07,한전 배전선로 운영상 기존공급설비의 보강공사는 고객부담시설부담금에서 제외된다는데 기존 공급설비보강이란 어떤 경우를 말합니까.,전기설비:전기공급설비
265,4758,20208,송배전:배전설비:전기공사,2003-02-14,2018-08-07,전기기기의 접지를 해야 하는 이유는 무엇인지요.,전기설비:전기공급설비
269,4896,20208,송배전:배전설비:전기공사,2003-02-14,2018-08-07,접지공사의 접지저항치는 얼마나 유지하여야 합니까.,전기설비:전기공급설비
252,19053,20208,송배전:배전설비:전기공사,2003-02-14,2018-08-07,옥내배선의 굵기는 얼마로 하여야 하는지요.,전기설비:전기공급설비
254,4579,20208,송배전:배전설비:전기공사,2003-02-14,2013-07-08,"절연저항이란 무엇이며, 옥내절연저항치는 얼마 이상 유지해야 합니까.",전기설비:전기공급설비
266,15156,20208,송배전:배전설비:전기공사,2003-02-14,2014-12-24,접지공사별 접지선의 굵기를 알려주세요.,전기설비:전기공급설비
268,4148,20208,송배전:배전설비:전기공사,2003-02-14,2014-12-24,전주위에서 땅속으로 들어간 접지선은 접촉해도 위험하지 않습니까.,전기설비:전기공급설비
280,4019,20208,송배전:배전설비:전기공사,2003-02-14,2014-12-24,현재 고압 이상의 공급전압중 변압기 결선방법에 따라 △ 또는 Y 공급선로로 구분되는 것으로 알고 있는데 공급전압별 결선방식은 어떻습니까.,전기설비:전기공급설비
283,3522,20213,송배전:배전설비:기타,2003-02-14,2018-08-07,전선과 전선로는 어떻게 다릅니까.,전기설비:전기공급설비
611,4069,20214,송배전:송변전설비:전자파,2003-02-14,2017-10-17,전자파가 어떻게 인체에 영향을 미칠수 있습니까.,전기설비:전기공급설비
459,5175,20214,송배전:송변전설비:전자파,2003-02-14,2017-10-17,송변전설비에서 발생되는 전자파의 유해 논란에 대한 현황 및 대책은 .,전기설비:전기공급설비
216,2647,20215,송배전:송변전설비:송전탑,2003-02-14,2013-07-09,송전선로란 무엇을 하는 것입니까.,전기설비:전기공급설비
413,3522,20215,송배전:송변전설비:송전탑,2003-02-14,2013-07-08,송전선로 아래에서 안전하게 작업할 수 있는 거리는 어느 정도입니까.,전기설비:전기공급설비
349,3800,20216,송배전:송변전설비:변전소,2003-02-14,2013-07-08,변전소는 무엇이며 무슨 기능을 하는 곳입니까.,전기설비:전기공급설비
1061,124304,20224,시스템:대외시스템:사이버지점,2006-10-12,2017-01-03,사이버지점에서 나의 고객번호를 등록하여 관리하는 방법이 있습니까.,사이버지점:사이버지점 이용
612,50113,20224,시스템:대외시스템:사이버지점,2003-02-14,2017-01-03,민원서식을 다운받고 싶습니다.,사이버지점:사이버지점 이용
1274,2353,20224,시스템:대외시스템:사이버지점,2007-12-05,2017-01-03,내가 살고 있는 지역을 관할하는 사업소 위치 및 연락처를 알고 싶습니다.,사이버지점:사이버지점 이용
1472,1583,20224,시스템:대외시스템:사이버지점,2014-12-11,2017-12-04,아이디나 비밀번호를 잊어버렸는데 어떻게 해야하나요.,사이버지점:사이버지점 이용
1288,1677,20224,시스템:대외시스템:사이버지점,2007-12-05,2017-01-03,민원 신청 현황은 어디에서 확인할 수 있나요.,사이버지점:사이버지점 이용
702,58782,20224,시스템:대외시스템:사이버지점,2003-05-26,2017-09-11,사이버지점의 전기요금 조회서비스는 어떻게 이용하나요.,사이버지점:사이버지점 이용
1246,1989,20224,시스템:대외시스템:사이버지점,2007-12-05,2017-01-03,전기공급약관을 보고 싶습니다.,사이버지점:사이버지점 이용
1468,4054,20224,시스템:대외시스템:사이버지점,2013-06-28,2017-01-03,법인회원으로 가입하는 방법을 알려주세요.,사이버지점:사이버지점 이용
1469,2880,20224,시스템:대외시스템:사이버지점,2013-06-28,2017-01-03,전기요금을 미리 계산해 볼 수 있나요.,사이버지점:사이버지점 이용
1470,6323,20224,시스템:대외시스템:사이버지점,2013-06-28,2017-01-03,아파트 관리사무소입니다. 종합계약과 단일계약을 비교해보고 싶습니다.,사이버지점:사이버지점 이용
1400,57288,20224,시스템:대외시스템:사이버지점,2009-12-22,2017-01-03,"고객번호란 무엇이고, 어떻게 확인할 수 있나요.",사이버지점:사이버지점 이용
